content,Pelabelan,label
"ditempat sy tidak ada layanan grabfood, tapi saya ingin pesankan grabfood di tempat yang ada layanannya. sebelumnya sy bisa pesankan, klik menu grabfood tinggal pilih tujuan di lokasi tujuan yg memang ada layanan grabfood. sekarang menu grabfood sudah dihilangkan di tempat yang tidak ada layanan grabfoodnya, padahal sebelumnya ada, sy jadi tidak bisa memesankan grabfood lagi. mohon kembalikan menu grabfood dll ke aplikasi untuk customer yang berada di lokasi yang tidak ada layanan2 tersebut. terima kasih",Negatif (-1),1
"Murah, banyak promonya????",Positif (1),0
"Bingung banget setelah update terakhir ovo cash nya selalu dianggap 0, padahal ada isinyaâ€¦ alhasil gak bisa mesen dan beralih ke aplikasi sebelah",Negatif (-1),1
"ETA 3 menit, kenyataannya bisa 8 menit. Entah drivernya yang lama menuju lokasi, atau memang sebenarnya lokasinya tidak pas dan ETAnya memaksa ambil margin terkecil tanpa mempertimbangkan traffic. Ini sudah berkali kali terjadi. Mohon diperbaiki.",Negatif (-1),1
tolong dibikin lebih konsisten untuk harga,Negatif (-1),1
"Di bulan ramadhan, grabfood saat sahur namun ada kendala di aplikasi, menunggu lama hingga lebih dr 1 jam, tidak ada bisa cancel baik dr user maupun resto",Negatif (-1),1
"min tolong dong daerahnya diperluas lg, aku yang kuliah di kampus undip bandar, pegunungan susah bngt klo pulang gabisa kejangkau grab, daerahnya gaada??, mau apaâ€ susah bngt",Negatif (-1),1
ok,Netral (0),2
Map susah di atur,Negatif (-1),1
"suka jengkel bgt sama fitur call sm driver in-app, call ny udh terhubung tp dri driver gaada suara hampir setiap kali heran deh. trus giliran saya yg dgr bapakny dia ny ga dgr saya, kan gimana ya? kalo lagi nyantai si bs chat ya, tp kalo lagi buru2 chat kadang udh ada signal tp delivered ny jg agak pending ??",Negatif (-1),1
"Grab car skrg mobil nya lebih parah dari angkot. Bau banget, jorok, kadang ada nyamuk nya. Padahal kita bayar lebih mahal dari angkot. Saya daerah medan, sumpah setiap order rental saya berharap dapat yang gak bau, soalnya takut pingsan di dalam. Tolong grab lebih diperhatikan lagi kualitas kendaraan di dalam nya . Terimakasih banyak",Negatif (-1),1
"Tolong aplikasi grab , lebih baik lagi , soalnya saya beberapa kali dapet grab yang helmnya kotor",Negatif (-1),1
Point nya ga pernah msuk,Negatif (-1),1
Masa mau nambah kan kota perlu di tinjau dulu di search gak bisa kebanyakan erornya ni apk,Negatif (-1),1
"Pernah order tapi mitra yang membatalkan, lalu saya pesan kembali dan lagi-lagi mitra yang menerima order yang membatalkan, berulang terus dan akhirnya malah akun saya yang di-suspend Grab.

Kan aneh?! Mitra grab yang menerima order lalu membatalkan, tapi kok malah pelanggan di-suspend?

Grab sangat mengabaikan pelanggan dan melindungi mitra. Kualitas layanan grab semakin lama semakin menurun.????",Negatif (-1),1
Jos,Positif (1),0
"gabisa add ovo sbgai payment method padahal nomor sama email sama, tolong solusi nya T__T",Negatif (-1),1
"pesan makanan nyampe drmh lama bgt, krn bapa/ibu driver ny nganter pesanan yg lain dlu, seharus ny 1 pesanan 1 driver, ini malah 1 driver ada 3-4 pesanan yg lain ditanganin, jd nunggu makanan ny lama bgt",Negatif (-1),1
Ok,Netral (0),2
"Saya selalu menunggu drivernya lama banget dan ttik driver sama di app kadang ga sinkron banget, Awalnya udah deket pas udah ditungguin didepan jadi 5menit malah kadang driver nya lama banget ga jalan"" yang harusnya ga telat jadi telat masuk kerja padahal jaraknya deket banget ga sampe 5mnit juga jarak tempuhnya tapi nunggu drivernya bisa 10mnit lbih",Negatif (-1),1
"Order driver dekat banget di map, pas ditunggu liat map bukannya semakin dekat malah semakin jauh lokasi drivernya , NGAKAK",Negatif (-1),1
"kenapa motor driver lebih bagus aplikasi max*m ya, padahal untuk perjalanan jauh supaya nyaman",Negatif (-1),1
Very recommended,Positif (1),0
Makin berkelas dengan grab premium ????,Positif (1),0
kenapa susah buat masuknya udah 3hari ga bisa dipakek!! mana udah didaftrain unlimited huuu,Negatif (-1),1
Ayok gacorin dong masa sdh diperbarui sampe sekarang belum dapat orderan,Negatif (-1),1
"Gw beli voucher langganan unlimited pas mau dipake gabisa, mau pake vocher yg lain gabisa juga, benerin deh sistemlu jangan banyakin promo tapi gabisa dipake, percuma.",Negatif (-1),1
jarang ada promo dan harga aplikasi dengan aslinya beda jauh mahal pake grab wkwkw,Negatif (-1),1
"Sekian kalinya dapet pengalaman terburuk , banyak driver yang mempunyai sikap buruk kepada pelanggan , untuk sekian kalinya jg saya di kecewakan karna menunggu driver terlalu lama gak ada konfirmasi siap melayani atau tidak , di telpn ga diangkat di chat cuma dibaca , sampai ketinggalan kereta karna ada urusan penting dan susah untuk memdapatkan jadwal kereta di jam tertentu",Negatif (-1),1
"Saya orang yg cukup rajin cek mutasi rekening / histori transaksi perbankan saya tiap hari. Dan pas saya cek di hari Jumat 24 Maret saya liat saldo saya terpotong untuk tagihan Grab tanggal 23 Maret sejumlah 39rb. Tentu saya bingung karena tgl 22-23 Maret libur dan saya tidak ke mana2, tidak pesan grab food juga karena masak. Saya pikir mungkin salah dan saldo nya akan dikembalikan. Saya tunggu besok nya tidak juga jadi saya laporkan ke chat layanan. Setelah dicek cs mengatakan terjadi kesalahan dan selanjutnya mohon cek di email utk jawabannya. 3 hari blm ada kabar, saya chat lagi tapi cs cuma bilang mohon maaf terus dan chat langsung diputus. 5 hari saya chat lagi dan tanggapannya sama juga hanya mohon maaf melulu dan chat langsung diputus sepihak. 7 hari kemudian masih belum ada kabar dan saya chat lagi cs lagi2 hanya menanggapi dengan mohon maaf terus dan bahwa saat ini masih dalam pengecekan. 
Saran saya customer juga harus rajin cek mutasi rekening tabungan/kartu kredit mana tau ada tagihan tidak dikenal semacam ini. Nominal nya mungkin kecil2 tapi kalau misalkan tiap bulan ada seperti ini dan tidak terdeteksi/terlewat oleh customer kan rugi. 
Seperti ini saja pihak Grab lama dalam penanganan nya untuk mengembalikan saldo saya yg terpotong.",Negatif (-1),1
4x berturut2 pesan grab car selalu dpt driver yg harus drop penumpang lain dulu. Jadi nya harus menunggu 15-20 menit. Yang bener saja. Aplikasi gk becus,Negatif (-1),1
lemot,Negatif (-1),1
Layanan bantuan tidak membantu. Driver membawa lari paketan saya sudah jelas berhenti di jarak yg jauh sekali dari titik. Driver tidak bisa dihubungi. Layanan bantuan sulit dihubungi. Ribet. Lama menunggu. Tidak ada solusi.,Negatif (-1),1
Bapak nya baik,Positif (1),0
"Tiba2 akun dibekukan karena ada aktivitas melanggar pemesanan. Padahal saya termasuk jarang pakai grab. Dan sekalinya pakai saya merasa jadi nice user ga yang aneh2.
Giliran dimintain rincian riwayat aktivitas yang melanggar jawabannya blunder.
Gajelas banget.
Ga minat akunnya dibalikin, cuma penasaran aja sama kebijakannya yang tb2 membekukan akun wkwkk ???? enakan juga pake app sebelah ????",Negatif (-1),1
"Gila beli makanan hanya jarak ga sampe sekilo nunggunya sejam, muntah dulu baru dtg makanan. Gk bermanfaat pengiriman dibagi menjadi bermacam-macam!!",Negatif (-1),1
"Layanan Multiple order sangat payah. Hapus aja layanan ini. Grab tidak konfirmasi terlebih dahulu apakah pelanggan mau utk sistem ini.

saya bayar ongkir adalah mutlak instant delivery, ini bukan layanan paket same day.

saya oder 1 roti yg notabene hanya 5 menit jarak dari toko kerumah naik motor, harus tunggu 40 menit. karena driver menunggu pembuatan burger yg delay. 

Fitur macam apa ini. Jadi males pake grabfood

First time I really upset with Grab Apps.
hope not in the feature.",Negatif (-1),1
Sampah,Negatif (-1),1
tolong dong ya buat grab express ditingkatin lagi! saya kesel banget setiap hari harus nunggu lama bahkan suka diganti orang! mau rupiahnya kecil/besar harusnya jgn dipermasalahin!!! bikin kesel orang aja lagi puasa juga!!!,Negatif (-1),1
"Mau cari grabfood dan grabcar dimana yaa? Sekarang yg tampil di halaman utama hotel, insurance, travel. Grabfood dan grabcarnya kemana? Bikin pusing aja dan buang waktu",Negatif (-1),1
"Grab tolong dong orang tuh kalo pesen grab bike tandanya buru buru, setiap pesen selalu dapet yang masih harus making 1 stop, udah gitu rute nya kadang muter muter nunggunya kan lama banget, DASAR BAPUK",Negatif (-1),1
Membantu banget,Positif (1),0
Tolong nyalakan akun saya ya,Netral (0),2
Good service,Positif (1),0
Tolong segera luncurkan grab bike XL seperti di Bandung dan Yogya untuk daerah Jabodetabek karena sangat membantu sekali untuk kami yang badannya bongsor ?? sangat ditunggu2 ??,Netral (0),2
Saya bisa login pake fb kok skarang ga bisa masuk/login? Tolong diperbaiki,Negatif (-1),1
"cs susah dihubungi, sekalinya terhubung tidak membantu sama sekali",Negatif (-1),1
Terima kasih,Positif (1),0
Super enak,Positif (1),0
Your map is so dumb,Negatif (-1),1
"Grab g ush lah 1 driver dpt banyak orderan sekali jalan, 1 orderan aja bisa salah kirim apa lagi banyak. ini gw pesen makanan makin kesini g pernah bener pesen orderan. Grab semakin buruk",Negatif (-1),1
"Kasi tau drivernya kalo gamau cari alamat, gausah jadi driver.",Negatif (-1),1
Ongkirnya semakin kesini semakin mahal,Negatif,1
"Saat lagi hujan (banyak yang membutuhkan) banyak driver yang purapura bego, ga bergerak minta banget dicancel. Ketika kita cancel, semakin sulit mendapatkan driver. 

Semestinya beri kolom kosong untuk alasan kenapa penumpang harus cancel order. Agar driver nakal ketahuan dan dapat ditindak",Negatif,1
"support semua pake bot ... kami ini manusia punya perasaan.. bukan dengan bot yg kalin kira pintar bisa menyelesaikan masalah .

layanan macam apa gojek ini charge fee makin banyak tapi layanan nya makin parah

coba sistem kalian bisa lah baca kalau driver disuruh pickup tapi diem doang sampe 5 menit ya langsung cari driver lain .. ini driver diem doang sampai 20 menit ... ganti driver nunggu lagi 30 menit ... ganti lagi nunggu lagi 15 menit akhirnya order di cancel... 1 jam lebih nunggu sia2 !! emang waktu saya ini ga ada harganya ya buat gojek ???!!!!, belum lagi resto sudah menyiapkan makanan nya .. begitu banyak pihak yg dirugikan !! SOP gojek dibenahin !! lebih tegas lagi !! support tolong lebih manusiawi !!",Negatif,1
Mantap??????,Positif,0
"Aplikasi bungul , harga asli go food di naikkan sedemikian rupa,kena biaya antar tambah biaya jasa ,yg harusnya beli 13 rb harga di naikkan jadi 19 rb ,+ biaya ongkir 15rb + jasa aplikasi 10rb .Bosokkkk 2023 pindah apl sebelah",Negatif,1
Bad,Negatif,1
Top Markotop,Positif,0
Aplikasi keren,Positif,0
Keren,Positif,0
Gojek ni bos .. andalannn,Positif,0
Memudahkan perjalanan,Positif,0
"Program promo Anda kurang kompetitif dibandingkan dengan app G yang satu lagi (coba saja nikmati dengan app G yang satu itu) khususnya utk layanan GoFood, bahkan untuk dapatkan promo di Gojek/Gofood/ Golok harus bayar, untuk periode 30hari/ 3 bulan dan lain-lain Well thats too Bad",Negatif,1
"Tolonglah fitur go med diperbaiki, jangan tergantung dengan aplikasi hallodoc, karena aplikasi hallodoc sering error",Negatif,1
Terimakasih gojek telah bersamaku 4tahun terakhir,Positif,0
Ok,Positif,0
Hrg skrg u truz ongkir gosend jg up n diskon dikit pdh kami langganan lama,Negatif,1
More promo please ??,Positif,0
"Aneh aplikasi canggih tapi minus di pelayanan complain pembayaran! Saya sudah bayar tapi tidak masuk dan terus di tagihkan, sudah hub semua bantuan cs bahkan sampai dtg lsg ke ktr gojek nya tapi tdk ada solusi. Ok byee gojek, saya lsg unistall dan tdk akan pakai apk ini lagi! Msh byk pilihan lain selain apk yg mengecewakan ini",Negatif,1
Kacau sik jarak cuma 1 km aja total ongkir dan platform fee nya 19ribu.,Negatif,1
Reliable service and always on top,Positif,0
Mantap lah pokokna mah,Positif,0
CS yang tidak mengerti permasalahan. Gopay tiba2 lenyap dihari yang sama pas top up. Hati-hati Gopay yang link ke google play. Karena pihak gojek tidak mau bertanggung jawab apabila di hack orang. Sistem keamanan yang sangat buruk. Lapor ke help center malah di closed??????,Negatif,1
Sangat membantu,Positif,0
Keren,Positif,0
Mantap,Positif,0
"1. Pernah complain waktu order gomed, driver ga anter obat tp orderannya langsung diselesaikan jadi gopay langsung ke potong.. tapi ga pernah ditanggapi sm gojek bahkan ga di respon. Ini kejadian uda lama si waktu jaman covid.
2. Ini baru kejadian lagi order gocar dikenain biaya parkir 10rb, padahal gapernah ada tu driver bayar parkir waktu sampe dilokasi, udah complain direspon sih, tapi respon nya gitu2 aja kurang membantu ??
Semoga gojek bisa lebih baik lagi dalam menanggapi respon pengguna",Negatif,1
"Cuannya kegedean bos :v
Minjem 15k balikin 25k",Netral,2
Puas dengan pelayanannya,Positif,0
Siippp,Positif,0
kerenn bangett,Positif,0
"Disaat platform lain ongkirnya kurang lebih hampir sama. Gofood bisa 3x lipat. Jarak resto 2-3 km ongkir 40rb! (Belum termasuk biaya packing, aplikasi, dll dll dll dll). Please lah.",Negatif,1
Kerja bagus,Positif,0
"Apk ny sgt membantu untuk sy pergi kemana” , tolong dong disc nyaaa sering” yaw ;3",Positif,0
Sangat membantu,Positif,0
Jos gandos,Positif,0
"Saya tf dari gopay dari semalam baru berhasil td, sudah berhasil dananya GAK MASUK MASUK ke rek tujuan saya tf, saya sudah hub. Rek tujuan, mereka mengabari blm ada transaksi yg terkirim dengan nominal yg saya sebutkan. Saya udh laporan ke gojeknya bilangnya dana sudah berhasil hub bank terkait JD BAGAIMANA INI ? sampai sekarang dana saya blm ada yg masuk sepersen pun. Saya sudah berkali kali lihat rek tujuan takut salah tapi sudah benar. Dana saya dikemanain ya ? Tolong responnya ya itu dana bukan 10 20 ribu itu agak besar tolong banget dong gojek jangan kaya gak tau orang lg butuh duit apa ya, saya harus lapor kemana kl di apk saja gak di bales”. Dari Kemaren saya tf berhasil” saja kenapa ini kaya gini ya ? Tolong dong dana saya dikemanain ????",Negatif,1
??,Positif,0
"App ter bagus se antero jagat raya, luv it so much!",Positif,0
"Udah di perbarui Gopay malah gk bisa nerima tf besar dari Dana, tambah mempersulit transaksi buat belanja di Tokped. 
Semoga jadi pertimbangan lagi.",Negatif,1
so far it’s safe,Netral,2
Pelayanan memuaskan,Positif,0
Monyet lu gojek tolol lu muncul dari jaman batu login harus pake nomor mulu pake metode yg lain lah tolol jadi susah orang login kalo nomor ilang,Negatif,1
Pas ntuk mageran,Netral,2
Lopyu pak nadine??,Positif,0
Makyusss....,Positif,0
Josss,Positif,0
Tambah mahal,Negatif,1
pake ap gojek sekarang lebih mudah dan anti repot2 club,Positif,0
"Praktis n cepet dapet drivernya.
Banyakin promonya dong biar syemangat order mueheheheh",Positif,0
Ok,Positif,0
memuaskan kok :),Positif,0
"Masukan ajah untuk go-jek apps., biaya ongkir go food makin mahal dan klo mau disc hrs min order., ditambah go pay latter harus dibayarkan di jatuh tempo setiap 7hari (baru2 ini)., pernah telat sekal bayar untuk aplikasi gopay pinjam langsung berubah system peminjamannya., pdhl saya gak pernah telat bayar sllu bayar sebelom jatuh tempo dan bahkan saya lunasi go pay cicil pdhl masih jauh dr waktu yg hrs dilunasi., aplikasi kalian SETIDAK FLEXIBLE ITU dan SEMAHAL ITU. Pdhl Sebulan saya bs pakai go food di atas rata2 loh., Maaf saya pindah ke grab food lbh worth it.",Negatif,1
Selamat tambah kaya,Positif,0
hard to launch & suddenly I was blocked by them (?),Negatif,1
Mau transfer dana antar-account saja tidak dapat.,Negatif,1
Muantap,Positif,0
"Saya cuman pakai aplikasi ini utk pesen makanan, kirim2 barang dan kendaraan online. Ok dah pokoknya!!",Positif,0
Pengen ngomong kasar sama aplikasi ini!!!,Negatif,1
Bagus,Positif,0
Platform fee dan Order fee gak masuk akal!!,Negatif,1
bgs,Positif,0
Keren,Positif,0
vvbnjj,Netral,2
